feature,feature_family,physical_meaning,rul_score,health_score,early_fault_score,fault_type_score,overall_score,recommended_for,why,caveat,is_label_source,label_source_warning,example_plot
tsfresh__v__variance,tsfresh,Signal dispersion and vibration intensity.,0.4873462902808056,0.3650291606708984,0.634219946473247,0.0,0.37164884935623776,RUL,high RUL score from correlation/trend metrics,Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__variance.png
tsfresh__h__minimum,tsfresh,Numerical feature extracted from the vibration snapshot.,0.426392356342143,0.583619552263154,0.4520404493910396,0.0,0.3655130894990841,,"highest relative score is for HealthState, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__h__minimum.png
v__spectral__centroid,spectral,Spectral energy center shift.,0.32408444831537775,0.4251715632391541,0.6823931548638072,0.0,0.3579122916045848,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__centroid.png
v__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.2828044638392101,0.3391696098376927,0.7000139197559254,0.0,0.33049699835820706,,"highest relative score is for EarlyFault, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/v__spectral__entropy.png
h__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.3262405769443351,0.4829765376437044,0.33405453403092994,0.0,0.2858179121547424,,"highest relative score is for HealthState, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/h__spectral__entropy.png
h__spectral__centroid,spectral,Spectral energy center shift.,0.30605992021919487,0.3408914262000273,0.17541544524824962,0.0,0.20559169791686796,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__centroid.png
h__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.25299836517844115,0.2690483474800552,0.2926894094111425,0.0,0.20368403051740971,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__rms_frequency.png
tsfresh__v__minimum,tsfresh,Numerical feature extracted from the vibration snapshot.,0.3509001834494737,0.15458389271400985,0.28398168291334225,0.0,0.19736643976920645,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__minimum.png
tsfresh__v__absolute_maximum,tsfresh,Numerical feature extracted from the vibration snapshot.,0.3468924093540177,0.16107375520585954,0.2693088650271408,0.0,0.1943187573967545,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__absolute_maximum.png
tsfresh__v__maximum,tsfresh,Numerical feature extracted from the vibration snapshot.,0.3449381721650385,0.14976496120989397,0.2776330185518894,0.0,0.19308403798170548,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__maximum.png
h__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.16845072605068698,0.18833909232609558,0.4076576753717397,0.0,0.19111187343713057,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__crest_factor.png
mag__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.1762618997616225,0.17080043076699875,0.3318927175048253,0.0,0.16973876200836163,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__kurtosis.png
mag__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.1724137390889419,0.15489342519424482,0.3486796409066522,0.0,0.16899670129745975,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__crest_factor.png
h__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.20038749629961278,0.17308415069390154,0.2771638450400213,0.0,0.1626588730083839,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__kurtosis.png
v__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.1497329700073056,0.10617638303965111,0.38067282601224106,0.0,0.15914554476479945,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__crest_factor.png
tsfresh__h__median,tsfresh,Numerical feature extracted from the vibration snapshot.,0.20767756545720384,0.10708182874928042,0.22456147327593617,0.0,0.1348302168706051,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__h__median.png
v__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.1708673404729683,0.10360674998133597,0.2512296734682141,0.0,0.1314259409806296,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__kurtosis.png
tsfresh__h__length,tsfresh,Numerical feature extracted from the vibration snapshot.,0.2,0.0019861750863030755,0.0,0.0,0.05049654377157577,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__h__length.png
tsfresh__v__length,tsfresh,Numerical feature extracted from the vibration snapshot.,0.2,0.0019861750863030755,0.0,0.0,0.05049654377157577,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__length.png
tsfresh__h__sum_values,tsfresh,Numerical feature extracted from the vibration snapshot.,0.13947472325448781,0.019652772417353206,0.02702581261487789,0.0,0.04653832707167973,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__h__sum_values.png
h__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.13947470774697301,0.01965277241735313,0.027025694809169463,0.0,0.046538293743373906,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean.png
tsfresh__h__mean,tsfresh,Numerical feature extracted from the vibration snapshot.,0.13947470774697301,0.01965277241735313,0.027025694809169463,0.0,0.046538293743373906,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__h__mean.png
tsfresh__v__median,tsfresh,Numerical feature extracted from the vibration snapshot.,0.15755307719295036,0.0003086505619274627,0.01963798667882763,0.0,0.044374928608426366,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__median.png
tsfresh__v__sum_values,tsfresh,Numerical feature extracted from the vibration snapshot.,0.14586418330098497,0.011555539098314957,0.0070541144093920075,0.0,0.04111845920217298,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__sum_values.png
tsfresh__v__mean,tsfresh,Numerical feature extracted from the vibration snapshot.,0.14586417218054157,0.011555539098314941,0.007053996603683566,0.0,0.041118426970635016,,"highest relative score is for RUL, but it is outside the top recommendation band",Requires train-only scaling and cross-bearing validation before interpretation.,False,,figures/curves/tsfresh__v__mean.png
v__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.14586417218054157,0.011555539098314941,0.007053996603683566,0.0,0.041118426970635016,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__mean.png
