feature,split,count,missing_count,nan_count,inf_count,mean,std,min,p25,median,p75,max,variance,is_constant
tsfresh__h__root_mean_square,val,4330,0,0,0,0.5780204835785795,0.9035601517891825,0.23072172429682472,0.2807004716086081,0.36478791099535973,0.5235887416978315,14.253711132132615,0.8164209479012905,False
tsfresh__h__maximum,val,4330,0,0,0,2.604047806004619,4.199772871432167,0.717,1.1492499999999999,1.464,2.30975,48.128,17.63809217161759,False
tsfresh__h__absolute_maximum,val,4330,0,0,0,3.193121247113164,5.144117463149105,0.768,1.243,1.6015000000000001,2.71825,48.148,26.461944474675587,False
tsfresh__h__minimum,val,4330,0,0,0,-3.04805311778291,5.031602585758559,-48.148,-2.565,-1.5085,-1.163,-0.701,25.317024581012216,False
tsfresh__v__sum_values,val,4330,0,0,0,36.224102540415714,881.6784279875135,-4172.938,-22.547249999999995,5.2059999999999995,36.31675,54118.948,777356.850378533,False
tsfresh__v__median,val,4330,0,0,0,0.09480300230946882,0.4646818524640939,-1.631,-0.006,0.005,0.021,23.5345,0.21592922400946193,False
tsfresh__v__mean,val,4330,0,0,0,0.014150040054849886,0.3444056359326224,-1.6300539062500001,-0.008807519531249999,0.00203359375,0.01418623046875,21.1402140625,0.11861524206215407,False
tsfresh__v__length,val,4330,0,0,0,2560.0,0.0,2560.0,2560.0,2560.0,2560.0,2560.0,0.0,True
tsfresh__v__standard_deviation,val,4330,0,0,0,0.6713185123605828,1.0334781416413161,0.244980929563118,0.2895296766909957,0.32321513331599006,0.3884997538800644,13.529110081723632,1.0680770692503883,False
tsfresh__v__variance,val,4330,0,0,0,1.5187456142884144,7.029267125536706,0.060015655849609384,0.08382743379886627,0.10446802520233153,0.15093205890670777,183.036819603396,49.41059632215107,False
tsfresh__v__root_mean_square,val,4330,0,0,0,0.6783088336259958,1.085107462977314,0.24502523466981926,0.2896387269753351,0.3244390540523181,0.39026171311052876,25.098714513132318,1.1774582062090633,False
tsfresh__v__maximum,val,4330,0,0,0,2.685362817551963,4.517454653371601,0.031,1.066,1.307,1.9845000000000002,47.849,20.407396545268732,False
tsfresh__v__absolute_maximum,val,4330,0,0,0,5.0776113163972285,7.6846057666982315,0.806,1.125,1.4344999999999999,3.4265,47.849,59.05316578957171,False
tsfresh__v__minimum,val,4330,0,0,0,-4.88129584295612,7.560529404127436,-47.843,-3.07525,-1.3275000000000001,-1.056,-0.07,57.16160487067556,False
h__time__mean,test,13025,0,0,0,0.001362431172024952,0.021766648263276924,-0.602544140625,-0.009656250000000002,0.0013554687500000016,0.01278046875,0.331489453125,0.00047378697661721626,False
h__time__std,test,13025,0,0,0,0.493517199883667,0.9413852021172765,0.19422496338008124,0.2846340427264606,0.3359286150330763,0.38710546701779125,11.100599986353057,0.8862060987653856,False
h__time__rms,test,13025,0,0,0,0.49412409629176435,0.9413194707460183,0.1942250878893481,0.2851613050921794,0.3364236941018349,0.3875349752361069,11.101811340138655,0.8860823460055639,False
h__time__kurtosis,test,13025,0,0,0,0.8885604635510299,3.5495978444611693,-1.1971306405091295,0.0897244225977234,0.28206900023131354,0.7809391923772582,123.0162741982401,12.599644857403378,False
h__time__crest_factor,test,13025,0,0,0,4.418149948862529,1.1674139658893656,2.3193972143994364,3.743164450572762,4.119969044969626,4.728792698574,19.159066230408122,1.3628553677535369,False
v__time__mean,test,13025,0,0,0,0.001598190049184261,0.02486594051558425,-0.5025605468750001,-0.007311328125,0.0018042968749999995,0.010987890625000007,0.764600390625,0.0006183149977245743,False
v__time__std,test,13025,0,0,0,0.6648249741993787,1.4637886171472156,0.2257963242142939,0.37325735429676543,0.4147886325862219,0.5004549055571194,14.591613438223614,2.1426771156897577,False
v__time__rms,test,13025,0,0,0,0.6652807457787618,1.4637936195086294,0.22589999169986705,0.3735703884895723,0.4152012139275065,0.5010952796593428,14.59409038568512,2.1426917605141744,False
v__time__kurtosis,test,13025,0,0,0,1.4714144170193368,11.648932024058768,-0.2826650808584734,0.021821415530220545,0.1448776466652495,0.39292165437722115,229.68627875610954,135.6976173011419,False
v__time__crest_factor,test,13025,0,0,0,4.310669451511829,1.5823806517430434,2.9391608109078606,3.647126049202205,3.9547705967868203,4.470780216329098,24.445633421687734,2.503928527010739,False
mag__time__mean,test,13025,0,0,0,0.7147822467693233,1.4794820440382022,0.31298649465550055,0.41898365102947394,0.4536559805049398,0.5442648034859625,15.216503896501887,2.1888671186314568,False
mag__time__std,test,13025,0,0,0,0.4265319366855249,0.9131379566194116,0.17366283410982328,0.23706886041146233,0.25732541120257335,0.3132516223707153,10.00693735864146,0.8338209278190744,False
mag__time__rms,test,13025,0,0,0,0.8335213593094961,1.7380372099971526,0.3585034671206124,0.48192736380535084,0.5225687021220272,0.6362829264564624,18.212105483222725,3.0207733433346866,False
mag__time__kurtosis,test,13025,0,0,0,3.4656408709353834,17.151049698774198,-0.6979997872432078,0.7326740966578336,1.1143665983683553,2.046366506611518,303.38948665311244,294.15850576982245,False
mag__time__crest_factor,test,13025,0,0,0,3.738003426152561,1.4011433181749149,2.3040405824772865,3.151669627917247,3.4327267782942483,3.9123467920477197,22.565887867680384,1.9632025980662107,False
h__spectral__centroid,test,13025,0,0,0,4392.8721373928265,1373.3445436233571,810.5428862433046,3526.664101771197,4055.6497324848942,4588.79666828784,10844.080756138246,1886075.235500047,False
h__spectral__rms_frequency,test,13025,0,0,0,5615.318677831048,1464.5362213737026,1044.477833802593,4529.90744396512,5323.452887172103,5894.4566003817035,11264.175406695927,2144866.3437155625,False
h__spectral__entropy,test,13025,0,0,0,0.8381064461983142,0.03196232090051928,0.41278923391924505,0.8219266092626736,0.843485587563178,0.860652542437439,0.9129969372250464,0.0010215899573477714,False
v__spectral__centroid,test,13025,0,0,0,7365.3815160931745,939.7419381930654,3829.660158607373,6614.326226903636,7331.182755038079,7839.269738332617,10092.85745892926,883114.9103988592,False
v__spectral__rms_frequency,test,13025,0,0,0,7937.9818991512875,864.0619112483182,4850.508785675062,7288.862528072955,7881.352705384411,8345.802866308188,10458.6272015004,746602.9864700965,False
v__spectral__entropy,test,13025,0,0,0,0.8886589376133704,0.018553421583579522,0.7105540919157102,0.8807306828648558,0.8917395773854863,0.9016064842515349,0.9235695571638491,0.0003442294524580344,False
mag__spectral__centroid,test,13025,0,0,0,5167.814088978953,774.9643867346408,1016.5631213339132,4804.922467628068,5359.620063857607,5756.0950131932605,6445.664458127685,600569.8007069979,False
mag__spectral__rms_frequency,test,13025,0,0,0,6472.455797535025,634.7232043333429,1848.7038246240318,6183.187700483435,6611.452297905282,6935.753976596962,7522.166882471186,402873.5461191865,False
mag__spectral__entropy,test,13025,0,0,0,0.9153494925305701,0.032513813608677854,0.5674580217264168,0.9093390092394028,0.9286099351256126,0.9350523881612937,0.94552989573129,0.001057148075379845,False
tsfresh__h__sum_values,test,13025,0,0,0,3.487823800383877,55.72261955398893,-1542.513,-24.720000000000006,3.470000000000004,32.717999999999996,848.613,3105.010329958589,False
tsfresh__h__median,test,13025,0,0,0,0.0029868714011516318,0.02807112129346674,-0.655,-0.009,0.003,0.0155,0.617,0.0007879878506725219,False
tsfresh__h__mean,test,13025,0,0,0,0.001362431172024952,0.021766648263276924,-0.602544140625,-0.009656250000000002,0.0013554687500000016,0.01278046875,0.331489453125,0.00047378697661721626,False
tsfresh__h__length,test,13025,0,0,0,2560.0,0.0,2560.0,2560.0,2560.0,2560.0,2560.0,0.0,True
tsfresh__h__standard_deviation,test,13025,0,0,0,0.493517199883667,0.9413852021172765,0.19422496338008124,0.2846340427264606,0.3359286150330763,0.38710546701779125,11.100599986353057,0.8862060987653856,False
tsfresh__h__variance,test,13025,0,0,0,1.1297653253464008,7.324235089602656,0.037723336399993895,0.08101653827880859,0.11284803439804078,0.14985064259506226,123.22332005702147,53.644419647766824,False
tsfresh__h__root_mean_square,test,13025,0,0,0,0.49412409629176435,0.9413194707460183,0.1942250878893481,0.2851613050921794,0.3364236941018349,0.3875349752361069,11.101811340138655,0.8860823460055639,False
tsfresh__h__maximum,test,13025,0,0,0,2.0703401919385795,4.206621684419001,0.556,1.039,1.272,1.606,48.128,17.69566599582415,False
tsfresh__h__absolute_maximum,test,13025,0,0,0,2.2585507101727447,4.483780184331253,0.643,1.142,1.396,1.782,48.148,20.104284741401607,False
tsfresh__h__minimum,test,13025,0,0,0,-2.123316391554703,4.209238570970242,-48.148,-1.674,-1.328,-1.086,-0.595,17.7176893473436,False
tsfresh__v__sum_values,test,13025,0,0,0,4.091366525911708,63.656807719895674,-1286.555,-18.717,4.618999999999999,28.12900000000002,1957.377,4052.1891690877696,False
tsfresh__v__median,test,13025,0,0,0,0.00026080614203454887,0.03428136323125335,-0.723,-0.009,0.002,0.012,0.698,0.0011752118649931292,False
tsfresh__v__mean,test,13025,0,0,0,0.001598190049184261,0.02486594051558425,-0.5025605468750001,-0.007311328125,0.0018042968749999995,0.010987890625000007,0.764600390625,0.0006183149977245743,False
tsfresh__v__length,test,13025,0,0,0,2560.0,0.0,2560.0,2560.0,2560.0,2560.0,2560.0,0.0,True
tsfresh__v__standard_deviation,test,13025,0,0,0,0.6648249741993787,1.4637886171472156,0.2257963242142939,0.37325735429676543,0.4147886325862219,0.5004549055571194,14.591613438223614,2.1426771156897577,False
tsfresh__v__variance,test,13025,0,0,0,2.5846693620089622,17.032774901798067,0.050983980028686524,0.13932105253662108,0.1720496097227478,0.2504551124961853,212.915182730548,290.1154208553222,False
tsfresh__v__root_mean_square,test,13025,0,0,0,0.6652807457787618,1.4637936195086294,0.22589999169986705,0.3735703884895723,0.4152012139275065,0.5010952796593428,14.59409038568512,2.1426917605141744,False
tsfresh__v__maximum,test,13025,0,0,0,2.7663646065259115,5.937276691242144,0.763,1.381,1.585,1.941,47.849,35.25125450836727,False
tsfresh__v__absolute_maximum,test,13025,0,0,0,2.90232330134357,6.095794916434652,0.781,1.459,1.668,2.042,47.849,37.15871566323055,False
tsfresh__v__minimum,test,13025,0,0,0,-2.71156207293666,5.772984126062931,-47.843,-1.929,-1.55,-1.353,-0.714,33.327345719774584,False
h__time__mean,all,24889,0,0,0,0.00126994431839869,0.027505079490231427,-1.559198046875,-0.008833203125,0.0013835937499999985,0.011629687499999998,0.93180703125,0.0007565293977639495,False
h__time__std,all,24889,0,0,0,0.518557199436984,0.8099320179776545,0.03699255695227005,0.29625405099151275,0.3494535270804385,0.4223606571152224,14.253403981157472,0.6559898737453557,False
h__time__rms,all,24889,0,0,0,0.5191142557425679,0.8100431929684117,0.03926960597109424,0.2968671512120363,0.3500034134878187,0.42257315472442164,14.253711132132615,0.6561699744744595,False
h__time__kurtosis,all,24889,0,0,0,1.6930532929010245,7.071344159440075,-1.1971306405091295,0.11839265084196393,0.3747210009289619,1.1199811021555455,413.6406575501815,50.003908221247265,False
h__time__crest_factor,all,24889,0,0,0,4.720273339644708,1.7608654513144237,2.3193972143994364,3.7875071318355182,4.227660409453316,4.9864350507954,31.66643185955529,3.1006471376327496,False
v__time__mean,all,24889,0,0,0,0.003644640469308731,0.14539005270057162,-1.6300539062500001,-0.0080390625,0.0016234375000000016,0.011466796875,21.1402140625,0.021138267424274996,False
v__time__std,all,24889,0,0,0,0.6243412774590571,1.1608336539467061,0.06332760678606132,0.34125545422252385,0.40066970597485935,0.5059661278886644,14.591613438223614,1.3475347721352613,False
v__time__rms,all,24889,0,0,0,0.6259361411716148,1.1690561581370174,0.06375704617922634,0.3419558262544667,0.4015083207613822,0.5068756978262767,25.098714513132318,1.3666923008780827,False
v__time__kurtosis,all,24889,0,0,0,5.508766383088177,26.903171174745804,-0.3734861728377181,0.046135277526220264,0.19921597640793953,0.6320852989955408,404.1549169095989,723.7806192576736,False
v__time__crest_factor,all,24889,0,0,0,4.925846169187249,2.9073682250810426,1.8291375032764798,3.690553128621135,4.049955903310959,4.804021009766968,28.48551197660268,8.452789996210893,False
mag__time__mean,all,24889,0,0,0,0.684192402416043,1.1641036278719528,0.0635738154971359,0.411764284750901,0.45730356505094927,0.565868923828103,22.509705773229264,1.3551372564246418,False
mag__time__std,all,24889,0,0,0,0.45620802324977733,0.8079329664437301,0.039565551604408666,0.23344509196119387,0.2611162284278065,0.35268555531453694,11.441169069719706,0.6527556782665656,False
mag__time__rms,all,24889,0,0,0,0.8295159563671918,1.4128132278630239,0.07488032378819552,0.47524719883445915,0.5283292630133694,0.6701570970792035,25.130664413020277,1.9960412168247366,False
mag__time__kurtosis,all,24889,0,0,0,8.860188023961712,35.11437635045194,-0.6979997872432078,0.7947901258720904,1.341435962166532,3.149554368490593,446.3645963034818,1233.0194264811785,False
mag__time__crest_factor,all,24889,0,0,0,4.287708804282085,2.5453890616542107,1.8277330571639578,3.2009557238250745,3.554419529130171,4.257116005170615,26.855430129288102,6.479005475188903,False
h__spectral__centroid,all,24889,0,0,0,4201.04767052669,1978.2525025719626,690.7645859407198,3111.8451833872114,3769.9497579126573,4461.984346890612,11128.952005285144,3913482.963932233,False
h__spectral__rms_frequency,all,24889,0,0,0,5366.9847697111545,1949.5326407595207,754.2321650961966,4178.769130283205,4935.826800599135,5762.088673305318,11498.41967646066,3800677.5173867904,False
h__spectral__entropy,all,24889,0,0,0,0.8180604740982629,0.04966483622600669,0.33884401366844547,0.7943039638153818,0.8298887174133153,0.8524558892412372,0.9260815915729986,0.002466595957356066,False
v__spectral__centroid,all,24889,0,0,0,7345.144071747496,1545.9153932516836,188.3800860846893,6590.619035624339,7355.594216543934,8061.262923065173,11457.126420337268,2389854.4030925073,False
v__spectral__rms_frequency,all,24889,0,0,0,7904.650968762095,1408.2715408362606,760.1346480777297,7182.2532648354645,7911.726191520427,8643.514724645358,11576.9197834458,1983228.7327293358,False
v__spectral__entropy,all,24889,0,0,0,0.8750655718459457,0.046693178152723794,0.40827211509956457,0.8700379782086364,0.8862677133973279,0.8985228900154838,0.9239684349486521,0.002180252886002003,False
mag__spectral__centroid,all,24889,0,0,0,4604.02706738394,1231.9893276184878,185.30802573045293,3927.381776287495,5005.442147088781,5538.180892350439,6445.664458127685,1517797.7033658535,False
mag__spectral__rms_frequency,all,24889,0,0,0,5953.6705980869865,1150.0073795104727,883.7798727420776,5493.484882007066,6322.057533965701,6768.136576328434,7522.166882471186,1322516.9729285443,False
mag__spectral__entropy,all,24889,0,0,0,0.8957146107912988,0.057527362443660975,0.32631772788699237,0.8779486656970186,0.9196665245535667,0.9320706657224469,0.94552989573129,0.0033093974297243355,False
tsfresh__h__sum_values,all,24889,0,0,0,3.2510574551006464,70.41300349499245,-3991.547,-22.613,3.5419999999999963,29.771999999999995,2385.426,4957.991061185819,False
