feature,feature_family,physical_meaning,rul_score,health_score,early_fault_score,fault_type_score,overall_score,recommended_for,why,caveat,is_label_source,label_source_warning,example_plot
mag__time__ptp,time_domain,Peak-to-peak vibration amplitude.,0.6326685626243753,0.5646731102390341,0.6769286227864482,0.0,0.4685675739124644,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__ptp.png
mag__spectral__centroid,spectral,Spectral energy center shift.,0.5284434619459717,0.5240970168511283,0.7985605806381034,0.0,0.4627752648588008,EarlyFault,changes between healthy and post-FPT samples,Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__centroid.png
h__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.5234180786648707,0.4896750147767745,0.7909464576139973,0.0,0.4510098877639106,EarlyFault,changes between healthy and post-FPT samples,"Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/h__spectral__entropy.png
v__spectral__centroid,spectral,Spectral energy center shift.,0.5257278236562934,0.4940363364678114,0.7315577562354756,0.0,0.43783047908989514,EarlyFault,changes between healthy and post-FPT samples,Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__centroid.png
mag__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.5121126401215108,0.43850062313995736,0.7336941917239164,0.0,0.4210768637463461,EarlyFault,changes between healthy and post-FPT samples,Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__rms_frequency.png
v__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.5052143523685491,0.44802598460358145,0.6819902938151411,0.0,0.4088076576968179,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__rms_frequency.png
h__spectral__centroid,spectral,Spectral energy center shift.,0.4797658805892866,0.3052504449938616,0.6015472255436061,0.0,0.34664088778168856,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__centroid.png
v__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.4789797045854893,0.3371354655659034,0.5673205495505085,0.0,0.3458589299254753,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__spectral__bandwidth.png
h__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.4401562616690576,0.2355943755587961,0.5099278493475137,0.0,0.29641962164384184,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__spectral__bandwidth.png
h__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.46436374187630347,0.20306415719432985,0.46809720494492435,0.0,0.2838812760038894,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__rms_frequency.png
mag__spectral__peak_frequency,spectral,Dominant frequency location.,0.3517770564842757,0.20623345644300356,0.4080633605858892,0.0,0.2415184683782921,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__peak_frequency.png
h__spectral__peak_frequency,spectral,Dominant frequency location.,0.31036285103795935,0.3928067709831207,0.13346951861871226,0.0,0.2091597851599481,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__peak_frequency.png
v__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.44579376099278156,0.2129813802475019,0.16065449006607685,0.0,0.20485740782659007,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__kurtosis.png
h__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.3113841540650613,0.14637452216812544,0.3494033238029491,0.0,0.20179050000903398,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__skewness.png
v__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.3115005927989203,0.14524951634752595,0.34034049480371786,0.0,0.19927265098754102,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__skewness.png
v__spectral__peak_frequency,spectral,Dominant frequency location.,0.20876725665180482,0.360446500836373,0.11909664001270927,0.0,0.17207759937522177,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__peak_frequency.png
mag__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.3112305153089367,0.17349628296496256,0.16650785830563644,0.0,0.16280866414488393,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__spectral__bandwidth.png
v__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.3200234266341308,0.0979400885687409,0.21712074893302627,0.0,0.15877106603397448,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__impulse_factor.png
v__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.32484455115153466,0.07852761383477587,0.2110036770062277,0.0,0.15359396049813456,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__clearance_factor.png
v__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.30915577828276686,0.07459848380871643,0.22553887868886102,0.0,0.1523232851950861,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__crest_factor.png
mag__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.22768031732453775,0.15274753072207556,0.09495893325526236,0.0,0.11884669532546893,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__kurtosis.png
h__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.21892512522049157,0.10583927968706743,0.1309636845852828,0.0,0.11393202237321044,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__clearance_factor.png
h__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.21987261784228385,0.10376821964035862,0.12395641716753047,0.0,0.11189931366254324,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__impulse_factor.png
h__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.2163216444753534,0.0950347073291547,0.11511221510223234,0.0,0.10661714172668511,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__crest_factor.png
h__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.21146147523154724,0.09593259126128707,0.10194651930343689,0.0,0.1023351464490678,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__kurtosis.png
mag__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.22882873837446707,0.13791396431707115,0.03531763487402514,0.0,0.10051508439139083,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__skewness.png
mag__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.1751578980593752,0.08838421629757187,0.03439201185714215,0.0,0.0744835315535223,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__clearance_factor.png
mag__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.18562821530480275,0.056136684639712484,0.04614601737530558,0.0,0.0719777293299552,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__crest_factor.png
mag__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.1791199753784275,0.07616177247971112,0.030777792504119165,0.0,0.07151488509056445,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__impulse_factor.png
h__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.17617984845665624,0.0024107489435969505,0.0765485988125749,0.0,0.06378479905320703,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean.png
v__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.1392283851245138,0.0,0.0006676796979323935,0.0,0.034974016205611545,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__mean.png
