feature,feature_family,physical_meaning,rul_score,health_score,early_fault_score,fault_type_score,overall_score,recommended_for,why,caveat,is_label_source,label_source_warning,example_plot
v__time__std,time_domain,Signal dispersion and vibration intensity.,0.6053901023740476,0.7163909285553374,0.9015015336951941,0.0,0.5558206411561448,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__std.png
mag__time__ptp,time_domain,Peak-to-peak vibration amplitude.,0.5476208527637649,0.6397872338354076,0.881603132181001,0.0,0.5172528046950433,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__ptp.png
v__time__ptp,time_domain,Peak-to-peak vibration amplitude.,0.5528079084427256,0.582352495893252,0.8764272554907844,0.0,0.5028969149566904,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__ptp.png
h__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.41746820089685777,0.3693638164852852,0.686606425506809,0.0,0.368359610722238,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__spectral__bandwidth.png
v__spectral__peak_frequency,spectral,Dominant frequency location.,0.3264928464054798,0.45224497869653885,0.6942267179505417,0.0,0.3682411357631401,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__peak_frequency.png
mag__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.3914959793201746,0.2111821254450533,0.4268397794517269,0.0,0.2573794710542387,,"highest relative score is for EarlyFault, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/mag__spectral__entropy.png
h__spectral__peak_frequency,spectral,Dominant frequency location.,0.2675672819605206,0.3801834547436436,0.3781197461045088,0.0,0.2564676207021682,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__peak_frequency.png
h__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.32009266349496057,0.2354161286722342,0.3388243397879936,0.0,0.2235832829887971,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__rms_frequency.png
h__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.3221539068814909,0.19884135306946338,0.36612297682630124,0.0,0.22177955919431389,,"highest relative score is for EarlyFault, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/h__spectral__entropy.png
mag__spectral__centroid,spectral,Spectral energy center shift.,0.3463073050018846,0.17520460659849513,0.28005363656287174,0.0,0.20039138704081286,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__centroid.png
h__spectral__centroid,spectral,Spectral energy center shift.,0.3098047683307436,0.20041732578432392,0.2743486342365531,0.0,0.19614268208790514,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__centroid.png
v__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.32582630217982295,0.14567750193525286,0.29603757477282877,0.0,0.19188534472197616,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__spectral__bandwidth.png
h__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.28713232530010546,0.10225002190039523,0.3424738479797107,0.0,0.18296404879505285,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__kurtosis.png
mag__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3302110537449137,0.15347784468445722,0.24400135961699332,0.0,0.18192256451159106,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__rms_frequency.png
v__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.24163840966880723,0.27226414630804774,0.15688209224880628,0.0,0.1676961620564153,,"highest relative score is for HealthState, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__kurtosis.png
v__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3082244803227583,0.13671073195966002,0.22196276194234818,0.0,0.16672449355619162,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__rms_frequency.png
v__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.2718679247721448,0.19694139007638625,0.19185153119231368,0.0,0.16516521151021119,,"highest relative score is for RUL, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/v__spectral__entropy.png
v__spectral__centroid,spectral,Spectral energy center shift.,0.29761843425510837,0.13867593273523857,0.1865602110454353,0.0,0.15571364450894556,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__centroid.png
mag__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.2725168717782333,0.14536463465177402,0.1747393301079946,0.0,0.14815520913450048,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__skewness.png
mag__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.2595595332852708,0.14563646582561776,0.18292196346091485,0.0,0.14702949064295084,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__kurtosis.png
v__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.22351721383072742,0.1763179536183653,0.0910757712693886,0.0,0.12272773467962034,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__skewness.png
h__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.23360171707588331,0.023578569640408817,0.2223825368852292,0.0,0.11989070590038033,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__clearance_factor.png
h__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.2315816238818906,0.02811715946554095,0.21487766431148278,0.0,0.1186441119147286,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__impulse_factor.png
mag__spectral__peak_frequency,spectral,Dominant frequency location.,0.18370245816667213,0.21011057968360838,0.06658128113580614,0.0,0.11509857974652167,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__peak_frequency.png
h__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.22404332859650655,0.025623360534677155,0.19866518546223644,0.0,0.11208296864835504,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__crest_factor.png
mag__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.22009002501825545,0.04484629827412661,0.16891747500756904,0.0,0.10846344957498777,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__clearance_factor.png
h__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.18866524709156285,0.10841980169002148,0.13289489806915816,0.0,0.10749498671268562,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__skewness.png
mag__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.21829666265575093,0.0419013315842772,0.16837381149566535,0.0,0.10714295143392338,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__impulse_factor.png
mag__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.21373771865486796,0.03565442156670883,0.16870366217379812,0.0,0.10452395059884373,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__crest_factor.png
v__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.19379018758660332,0.08296698637161115,0.06983858293933927,0.0,0.08664893922438843,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__clearance_factor.png
v__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.19106351202503308,0.07698784958131,0.0667138739921474,0.0,0.08369130889962262,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__impulse_factor.png
v__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.18726945573517972,0.061605048342947506,0.08567085431376002,0.0,0.08363633959797181,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__crest_factor.png
mag__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.22586457063890625,0.08353286390282577,0.017498464479218493,0.0,0.08172397475523763,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__spectral__bandwidth.png
h__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.1672730848655356,0.002216071213803746,0.11209278039569533,0.0,0.07039548411875866,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean.png
v__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.1580697528432735,0.010293508020540304,0.08366547587998008,0.0,0.06300718418594847,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__mean.png
