feature,feature_family,physical_meaning,rul_score,health_score,early_fault_score,fault_type_score,overall_score,recommended_for,why,caveat,is_label_source,label_source_warning,example_plot
mag__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.3059578374003933,0.29456749395047316,0.5315163399780839,0.0,0.28301041783223757,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__crest_factor.png
mag__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3925495627153123,0.23507432360218092,0.5035678721407125,0.0,0.28279793961455146,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__rms_frequency.png
h__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.38471831315123545,0.20723862274133245,0.5143019730977559,0.0,0.27656472724758097,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__skewness.png
v__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.3799112415143818,0.16700439677666126,0.5072624093503231,0.0,0.26354451191034156,,"highest relative score is for EarlyFault, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/v__spectral__entropy.png
h__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.38765537379811904,0.30909126046361124,0.3523373799766141,0.0,0.2622710035595861,,"highest relative score is for RUL, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/h__spectral__entropy.png
mag__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.3990139364387373,0.23038774216576582,0.41516540722473927,0.0,0.2611417714573106,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__spectral__bandwidth.png
v__spectral__peak_frequency,spectral,Dominant frequency location.,0.23660013329534565,0.29506428038497196,0.3744737400867171,0.0,0.22653453844175866,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__peak_frequency.png
h__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.35112558058896864,0.41835555359280396,0.12535515155097937,0.0,0.22370907143318802,,"highest relative score is for HealthState, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__spectral__bandwidth.png
v__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.2689132380733406,0.2717134542822723,0.3050721079875206,0.0,0.21142470008578337,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__kurtosis.png
v__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.3499411060166052,0.26058901882986163,0.2163821431876576,0.0,0.2067280670085311,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__spectral__bandwidth.png
h__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3451024051208042,0.3705655537649109,0.10620746625850253,0.0,0.2054688562860544,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__rms_frequency.png
h__spectral__centroid,spectral,Spectral energy center shift.,0.3389588807627635,0.3682846019640972,0.09688593122777373,0.0,0.2010323534886586,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__centroid.png
v__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.22073904648011733,0.23104569069635378,0.3061858260032394,0.0,0.1894926407949276,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__clearance_factor.png
mag__spectral__peak_frequency,spectral,Dominant frequency location.,0.25004823377923674,0.3287451860649238,0.17905166515487864,0.0,0.1894612712497598,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__peak_frequency.png
v__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3308999054684363,0.24141578788955154,0.180199299548849,0.0,0.18812874822670922,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__rms_frequency.png
v__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.21758582858399872,0.22458821737726695,0.30452040236532424,0.0,0.18667361208164746,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__impulse_factor.png
v__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.21096082690516627,0.20926451185581757,0.2974331834535868,0.0,0.17941463055364265,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__crest_factor.png
v__spectral__centroid,spectral,Spectral energy center shift.,0.28945574163153515,0.2129739060384054,0.10894093224145884,0.0,0.15284264497784986,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__centroid.png
v__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.21392315535221143,0.20157077930657788,0.11181993472848595,0.0,0.1318284673468188,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__skewness.png
h__spectral__peak_frequency,spectral,Dominant frequency location.,0.16289923529586908,0.3164231099039454,0.0,0.0,0.11983058629995362,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__peak_frequency.png
h__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.14491897959573952,0.016236495704142352,0.025835868797084716,0.0,0.046747836024241644,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean.png
v__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.16475468992877212,0.0019025353704691026,0.01777475166862393,0.0,0.046107994241966294,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__mean.png
