feature,feature_family,physical_meaning,rul_score,health_score,early_fault_score,fault_type_score,overall_score,recommended_for,why,caveat,is_label_source,label_source_warning,example_plot
h__time__std,time_domain,Signal dispersion and vibration intensity.,0.612063284190738,0.7762507922146729,0.7146629931103365,0.0,0.5257442673789368,RUL,high RUL score from correlation/trend metrics,Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__std.png
h__time__ptp,time_domain,Peak-to-peak vibration amplitude.,0.5749678255457079,0.7748446577567794,0.74991838430952,0.0,0.5249327169030018,,"highest relative score is for HealthState, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__ptp.png
mag__time__ptp,time_domain,Peak-to-peak vibration amplitude.,0.5710370394635818,0.7724038502957187,0.7545325648732756,0.0,0.524493363658144,,"highest relative score is for HealthState, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__ptp.png
h__time__rms,time_domain,RMS vibration energy/amplitude level.,0.6102932263659855,0.7700833858110128,0.7146845545614573,0.0,0.5237652916846138,,"highest relative score is for HealthState, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__rms.png
h__time__mean_abs,time_domain,Average absolute vibration magnitude.,0.6158489726314436,0.7674608853508772,0.711428484880648,0.0,0.5236845857157422,RUL,high RUL score from correlation/trend metrics,Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean_abs.png
mag__spectral__centroid,spectral,Spectral energy center shift.,0.5107571596559504,0.5042057128186523,0.7119047686452051,0.0,0.43171691027995196,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__centroid.png
h__spectral__entropy,spectral,Spectral complexity or broadband excitation.,0.5200284239093076,0.47850098908217786,0.7015327837363414,0.0,0.4250155491819567,,"highest relative score is for EarlyFault, but it is outside the top recommendation band","Useful for spectral complexity, but physical interpretation is weaker than energy or bearing-frequency features.",False,,figures/curves/h__spectral__entropy.png
mag__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.48605530130938135,0.3883451120411599,0.615718379237469,0.0,0.37252969814700254,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__rms_frequency.png
v__spectral__centroid,spectral,Spectral energy center shift.,0.5044172234624761,0.40018307806388914,0.5660878290851834,0.0,0.36767203265288717,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__centroid.png
v__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.46962994114235146,0.3405640088185973,0.48057007434362525,0.0,0.3226910060761435,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__rms_frequency.png
h__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.4145404468067152,0.25749754704824956,0.5149928338314489,0.0,0.2967577069216034,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__spectral__bandwidth.png
h__spectral__centroid,spectral,Spectral energy center shift.,0.4467373927047687,0.23965473041853402,0.3973118656261944,0.0,0.2709259971873743,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__centroid.png
v__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.4250793397161804,0.2616005218484666,0.3406943740982879,0.0,0.25684355891573374,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__spectral__bandwidth.png
v__spectral__peak_frequency,spectral,Dominant frequency location.,0.2918349325786884,0.36407818668605724,0.20285571855245926,0.0,0.21469220945430123,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/v__spectral__peak_frequency.png
mag__spectral__peak_frequency,spectral,Dominant frequency location.,0.3209278890350348,0.1686034279766044,0.3288321110393642,0.0,0.20459085701275087,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/mag__spectral__peak_frequency.png
h__spectral__peak_frequency,spectral,Dominant frequency location.,0.3055929435748755,0.3338259099018735,0.16777203137558666,0.0,0.20179772121308392,,"highest relative score is for HealthState, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__peak_frequency.png
h__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.28045362960714043,0.15482724375247764,0.3406702108893807,0.0,0.19398777106224968,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__skewness.png
v__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.27816062772292166,0.1496795234205171,0.3359660469741867,0.0,0.19095154952940635,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__skewness.png
h__spectral__rms_frequency,spectral,RMS vibration energy/amplitude level.,0.3924576945687883,0.136171308031108,0.22704122538609095,0.0,0.18891755699649682,,"highest relative score is for RUL, but it is outside the top recommendation band",Can be affected by operating-condition changes.,False,,figures/curves/h__spectral__rms_frequency.png
h__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.28254167367953315,0.11736471883384411,0.3290812242292332,0.0,0.1822469041856526,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__clearance_factor.png
h__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.2804230930224196,0.11029391136799349,0.3268504434073428,0.0,0.17939186194943896,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__impulse_factor.png
h__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.28007885812934913,0.10771540652824535,0.32669761993502344,0.0,0.17862297114815448,,"highest relative score is for EarlyFault, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__crest_factor.png
h__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.2712534696373479,0.11698443943412255,0.2404997465974908,0.0,0.1571844139172403,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/h__time__kurtosis.png
v__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.31910357754242696,0.11566884322608559,0.07327441941896493,0.0,0.12701171004686937,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__kurtosis.png
mag__time__skewness,time_domain,Numerical feature extracted from the vibration snapshot.,0.21671817492667994,0.10679837863041304,0.17006553537643096,0.0,0.12339552223338099,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__time__skewness.png
mag__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.23393771381844733,0.06385737280514239,0.16440725024469618,0.0,0.11555058421707148,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__clearance_factor.png
mag__spectral__bandwidth,spectral,Numerical feature extracted from the vibration snapshot.,0.2608803546830557,0.13685048467413716,0.06303134760393289,0.0,0.11519054674028145,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/mag__spectral__bandwidth.png
mag__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.23044168271731172,0.04986723101429524,0.15336220663859015,0.0,0.10841778009254927,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__impulse_factor.png
mag__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.22333162218452332,0.054881754187408274,0.130728415642205,0.0,0.10223544800353415,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__crest_factor.png
mag__time__kurtosis,time_domain,Impulsive shock sensitivity and tail heaviness.,0.18733794551643218,0.11317696904939721,0.10326916618971922,0.0,0.10094602018888715,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/mag__time__kurtosis.png
v__time__impulse_factor,time_domain,Peak shock relative to mean absolute level.,0.2515983090896866,0.07021892672322337,0.05996825764310784,0.0,0.09544637336400447,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__impulse_factor.png
v__time__crest_factor,time_domain,Peak shock relative to RMS level.,0.2458666337189696,0.04005432654434763,0.07450911722964235,0.0,0.09010751937323991,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__crest_factor.png
v__time__clearance_factor,time_domain,Sharp impulse sensitivity.,0.2537677182997372,0.04927133964960295,0.05240809304274056,0.0,0.08886178774802019,,"highest relative score is for RUL, but it is outside the top recommendation band",Sensitive to spikes/noise; verify curve stability before using as a RUL main feature.,False,,figures/curves/v__time__clearance_factor.png
h__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.15919494411766383,0.00431093636373172,0.0625028625432729,0.0,0.05650218575616711,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/h__time__mean.png
v__time__mean,time_domain,Numerical feature extracted from the vibration snapshot.,0.14499505561982168,0.0,0.010553053919870783,0.0,0.03888702738492311,,"highest relative score is for RUL, but it is outside the top recommendation band",Confirm with train-only ranking and visual plots before overclaiming.,False,,figures/curves/v__time__mean.png
