experiment_id,dataset,split,task,task_type,feature_subset,label_source_included,model,feature_count,max_epochs,last_epoch,best_epoch,primary_metric,metric_direction,val_primary,test_primary,val_loss,test_loss,status,source_step,notes
xjtu_main_early_mlp_full_manual_basic_no_reference,XJTU-SY,xjtu_bearing_index_split,early_fault_tabular,binary_classification,full_manual_basic_no_reference,no,mlp,44,50,50,1,WeightedF1,higher_is_better,0.6786777166631822,0.5761178031824146,2.22785179877528,8.223106533754198,completed,StepS,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
xjtu_main_early_mlp_full_manual_basic,XJTU-SY,xjtu_bearing_index_split,early_fault_tabular,binary_classification,full_manual_basic,yes,mlp,45,50,50,1,WeightedF1,higher_is_better,0.6757829213178055,0.5774942019215468,1.91377553496825,10.239550213533448,completed,StepS,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_rul_mlp_compact_non_label_source,PHM2012,phm2012_official,rul_tabular,regression,compact_non_label_source,no,mlp,7,50,50,50,RMSE,lower_is_better,0.3698238033904818,0.3924750218026824,0.13769487915620743,0.15401525478981481,completed,StepQ,Compact non-reference subset from Step Q; excludes mag__time__rms.
phm_official_rul_mlp_compact_with_reference,PHM2012,phm2012_official,rul_tabular,regression,compact_with_reference,yes,mlp,8,50,50,50,RMSE,lower_is_better,0.3548010117510944,0.36084950191066717,0.12584928363412137,0.13015265121184322,completed,StepR,mag__time__rms included; reference-feature effect caveat applies
phm_official_rul_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,rul_tabular,regression,full_manual_basic_no_reference,no,mlp,44,50,50,31,RMSE,lower_is_better,0.47423817301970006,0.40861898924082946,0.22947075616781398,0.16678180519885674,completed,StepS,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_rul_mlp_full_manual_basic,PHM2012,phm2012_official,rul_tabular,regression,full_manual_basic,yes,mlp,45,50,50,1,RMSE,lower_is_better,0.4210585311739698,0.3349451301827328,0.17898970720103882,0.11206545698555741,completed,StepS,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_health_mlp_compact_non_label_source,PHM2012,phm2012_official,health_state_tabular,multiclass_classification,compact_non_label_source,no,mlp,5,50,50,1,WeightedF1,higher_is_better,0.25895300817032374,0.4067245716520877,2.3297623706280466,1.7897568353988513,completed,StepQ,Compact non-reference subset from Step Q; excludes mag__time__rms.
phm_official_health_mlp_compact_with_reference,PHM2012,phm2012_official,health_state_tabular,multiclass_classification,compact_with_reference,yes,mlp,6,50,50,1,WeightedF1,higher_is_better,0.20976372558556625,0.41733733705109277,2.6155049305107823,1.7614777636705525,completed,StepR,mag__time__rms included; reference-feature effect caveat applies
phm_official_health_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,health_state_tabular,multiclass_classification,full_manual_basic_no_reference,no,mlp,44,50,50,1,WeightedF1,higher_is_better,0.2903782663870516,0.3390130994151545,6.874700830051703,6.1677566886931,completed,StepS,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_health_mlp_full_manual_basic,PHM2012,phm2012_official,health_state_tabular,multiclass_classification,full_manual_basic,yes,mlp,45,50,50,1,WeightedF1,higher_is_better,0.2703280616224061,0.3043057355161675,5.809330240203738,6.235228630928893,completed,StepS,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_early_mlp_compact_non_label_source,PHM2012,phm2012_official,early_fault_tabular,binary_classification,compact_non_label_source,no,mlp,7,50,50,1,WeightedF1,higher_is_better,0.4299558693789447,0.6645557876846732,1.3672565924533457,0.8101839638481075,completed,StepQ,Compact non-reference subset from Step Q; excludes mag__time__rms.
phm_official_early_mlp_compact_with_reference,PHM2012,phm2012_official,early_fault_tabular,binary_classification,compact_with_reference,yes,mlp,8,50,50,1,WeightedF1,higher_is_better,0.43448141944877844,0.6723498373708364,1.3513239176409275,0.7619407856175662,completed,StepR,mag__time__rms included; reference-feature effect caveat applies
phm_official_early_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,early_fault_tabular,binary_classification,full_manual_basic_no_reference,no,mlp,44,50,50,1,WeightedF1,higher_is_better,0.5264115647986256,0.47249480154306256,4.602102372879368,5.809268920898042,completed,StepS,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_early_mlp_full_manual_basic,PHM2012,phm2012_official,early_fault_tabular,binary_classification,full_manual_basic,yes,mlp,45,50,50,2,WeightedF1,higher_is_better,0.5260628488933424,0.4872088459427468,4.4158324999499765,5.57804131666609,completed,StepS,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
